work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,weekly_hours,age,gender,birthday,sun_sign,moon_sign,ascendant_sign,sign_type,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto
2022,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M,35.53122394602148,29,Male,1993-06-02 01:12:48,Gemini,Scorpio,Sagittarius,Air,5,9,6,3,7,8,1,,,
2022,SE,FT,Data Scientist,148000,USD,148000,US,100,US,M,40.05387654683983,42,Male,1980-05-20 09:43:22,Taurus,Leo,Taurus,Earth,,,,,,,,,,
2022,SE,FT,Data Scientist,107000,USD,107000,US,100,US,M,41.73393903556713,36,Male,1986-09-12 00:25:25,Virgo,Sagittarius,Aries,Earth,5,8,5,6,9,,,,,
2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,36.754696579689806,31,Male,1991-06-02 23:54:15,Gemini,Aquarius,Sagittarius,Air,6,1,5,7,7,7,1,1,1,
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,36.81846808113845,29,Male,1993-08-15 10:53:22,Leo,Cancer,Leo,Fire,,,,,,,,,,
2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,37.34568396134444,22,Male,2000-12-18 19:01:51,Sagittarius,Libra,Taurus,Fire,7,5,7,9,5,,,,,
2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,33.873772316616616,18,Male,2004-01-08 13:11:38,Capricorn,Cancer,Capricorn,Earth,,,,,,,,,,
2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,42.14310050886398,28,Male,1994-06-11 16:06:31,Gemini,Cancer,Virgo,Air,9,10,9,10,8,2,,,,
2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M,40.47862303251047,33,Male,1989-01-15 17:04:22,Capricorn,Taurus,Taurus,Earth,9,,,,,,,,,
2022,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M,35.815981398580426,40,Male,1982-03-07 02:01:40,Pisces,Leo,Libra,Water,4,9,3,3,,,,,,
2022,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M,37.453650122513565,33,Male,1989-10-10 22:17:51,Libra,Aquarius,Aries,Air,6,10,5,7,6,3,9,8,9,6
2022,MI,FT,Data Analyst,100000,USD,100000,CA,0,CA,M,49.34687199711472,22,Male,2000-07-07 15:30:43,Cancer,Libra,Virgo,Water,9,,,,,,,,,
2022,MI,FT,Data Analyst,65000,USD,65000,CA,0,CA,M,44.421759068378286,27,Female,1995-07-09 04:56:15,Cancer,Sagittarius,Aries,Water,3,6,2,2,5,7,,,,
2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,39.288906216811,29,Male,1993-01-26 17:08:27,Aquarius,Pisces,Taurus,Air,9,,,,,,,,,
2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M,41.68782577444087,30,Male,1992-09-25 16:47:06,Libra,Virgo,Sagittarius,Air,9,8,9,10,6,8,1,,,
2022,SE,FT,Data Engineer,60000,EUR,63040,PT,0,PT,M,44.20369263368835,37,Female,1985-10-01 14:52:09,Libra,Taurus,Capricorn,Air,7,2,7,7,7,,,,,
2022,SE,FT,Data Engineer,35000,EUR,36773,PT,0,PT,M,38.058619281103624,44,Female,1978-10-15 21:35:28,Libra,Aries,Gemini,Air,4,10,4,5,4,1,3,4,5,4
2022,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,38.067284653136845,64,Male,1958-08-12 02:45:41,Leo,Cancer,Aries,Fire,4,2,4,3,,,,,,
2022,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,39.268998301228464,57,Male,1965-03-21 13:08:54,Aries,Scorpio,Taurus,Fire,,,,,,,,,,
2022,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M,29.253603521973858,50,Male,1972-11-09 12:15:31,Scorpio,Sagittarius,Scorpio,Water,,,,,,,,,,
2022,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M,39.79107545379591,38,Male,1984-06-19 23:14:12,Gemini,Pisces,Sagittarius,Air,6,2,6,6,10,,,,,
2022,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M,37.1329954768068,39,Male,1983-05-01 20:21:07,Taurus,Capricorn,Virgo,Earth,7,3,8,8,7,2,1,2,3,1
2022,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M,33.6249322118409,40,Male,1982-02-14 12:39:50,Aquarius,Scorpio,Pisces,Air,,,,,,,,,,
2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M,39.5853487132419,37,Male,1985-04-28 18:15:23,Taurus,Leo,Virgo,Earth,8,,,,,,,,,
2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M,34.47755675242843,44,Male,1978-09-20 14:41:42,Virgo,Taurus,Scorpio,Earth,10,6,9,,,,,,,
2022,MI,FT,Data Engineer,161000,USD,161000,US,100,US,M,30.935995414030536,29,Male,1993-05-23 02:55:02,Gemini,Gemini,Capricorn,Air,4,5,4,,,,,,,
2022,MI,FT,Data Engineer,118000,USD,118000,US,100,US,M,35.23528503011135,30,Male,1992-06-18 08:35:11,Gemini,Aquarius,Gemini,Air,,,,,,,,,,
2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M,36.29417797979586,30,Male,1992-07-22 21:18:40,Leo,Aries,Sagittarius,Fire,7,3,7,7,5,8,1,,,
2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M,40.76050432790703,34,Male,1988-04-26 04:15:03,Taurus,Virgo,Capricorn,Earth,3,7,3,5,1,3,,,,
2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,33.27039832707416,42,Male,1980-10-07 20:46:45,Libra,Libra,Aquarius,Air,6,6,7,6,8,6,6,8,9,7
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,37.63382867526092,36,Male,1986-08-01 09:26:25,Leo,Gemini,Cancer,Fire,,,,,,,,,,
2022,SE,FT,Data Science Manager,247500,USD,247500,US,0,US,M,34.74980955237915,46,Male,1976-06-19 07:24:52,Gemini,Pisces,Taurus,Air,1,,,,,,,,,
2022,SE,FT,Data Science Manager,172200,USD,172200,US,0,US,M,36.21531420123869,34,Male,1988-05-18 16:55:12,Taurus,Cancer,Virgo,Earth,9,10,9,10,5,8,4,4,4,2
2022,SE,FT,Data Management Specialist,65000,EUR,68293,IT,0,IT,L,46.45631905243724,34,Female,1988-07-09 17:46:08,Cancer,Taurus,Capricorn,Water,6,4,5,5,,,,,,
2022,SE,FT,Data Analyst,177000,USD,177000,US,0,US,M,32.849988328535005,45,Male,1977-03-14 18:06:59,Pisces,Capricorn,Cancer,Water,,,,,,,,,,
2022,SE,FT,Data Analyst,131000,USD,131000,US,0,US,M,33.64236616586385,32,Male,1990-09-23 13:22:16,Libra,Scorpio,Libra,Air,10,,,,,,,,,
2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M,34.740626503159,39,Male,1983-06-08 13:26:46,Gemini,Taurus,Leo,Air,10,9,9,,,,,,,
2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M,37.98452535881127,41,Male,1981-10-13 07:22:05,Libra,Aries,Virgo,Air,1,,,,,,,,,
2022,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M,33.7538427754279,44,Male,1978-04-21 00:59:45,Taurus,Libra,Scorpio,Earth,5,10,,,,,,,,
2022,SE,FT,Data Engineer,102000,USD,102000,US,0,US,M,34.84136319729268,38,Male,1984-02-01 18:21:20,Aquarius,Aquarius,Gemini,Air,8,8,7,6,5,6,5,5,6,4
2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,37.06506325421568,39,Male,1983-01-22 09:54:11,Aquarius,Taurus,Sagittarius,Air,1,3,,,,,,,,
2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,40.417882034579605,35,Male,1987-01-02 08:28:28,Capricorn,Aquarius,Scorpio,Earth,1,2,1,,,,,,,
2022,SE,FT,Applied Scientist,230000,USD,230000,US,100,US,M,39.32084630072934,35,Male,1987-12-07 06:26:39,Sagittarius,Cancer,Libra,Fire,2,9,2,3,1,6,2,2,3,1
2022,SE,FT,Applied Scientist,196000,USD,196000,US,100,US,M,36.65767454630023,33,Male,1989-10-09 15:10:43,Libra,Aquarius,Sagittarius,Air,9,1,9,,,,,,,
2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M,34.25070797432159,45,Male,1977-05-16 02:00:02,Taurus,Taurus,Sagittarius,Earth,4,3,3,3,3,5,7,10,,
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,35.48494276206624,40,Male,1982-06-26 18:28:06,Cancer,Virgo,Libra,Water,8,10,7,7,,,,,,
2022,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M,37.317580312157425,35,Female,1987-11-17 10:04:49,Scorpio,Libra,Scorpio,Water,,,,,,,,,,
2022,MI,FT,Data Engineer,65000,USD,65000,US,0,US,M,36.024766807843314,24,Female,1998-07-13 15:43:55,Cancer,Pisces,Libra,Water,9,,,,,,,,,
2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M,34.536743864160165,39,Male,1983-12-25 19:38:04,Capricorn,Virgo,Gemini,Earth,7,4,7,5,5,6,5,6,7,5
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,32.051611865667056,25,Male,1997-07-26 13:15:02,Leo,Taurus,Virgo,Fire,10,7,,,,,,,,
2022,SE,FT,Data Engineer,50000,GBP,61566,GB,100,GB,M,35.27321472135656,41,Male,1981-12-16 08:02:07,Sagittarius,Virgo,Sagittarius,Fire,,,,,,,,,,
2022,SE,FT,Data Engineer,35000,GBP,43096,GB,100,GB,M,37.12962564095646,44,Male,1978-03-08 00:37:15,Pisces,Pisces,Scorpio,Water,2,2,,,,,,,,
2022,MI,FT,Data Engineer,175000,USD,175000,US,100,US,M,31.327560998490497,27,Male,1995-03-21 18:12:06,Aries,Sagittarius,Cancer,Fire,,,,,,,,,,
2022,MI,FT,Data Engineer,135000,USD,135000,US,100,US,M,38.787304711658045,36,Male,1986-04-07 00:29:45,Aries,Pisces,Libra,Fire,5,,,,,,,,,
2022,EN,FT,Data Scientist,80000,USD,80000,US,0,US,M,34.91989385586533,19,Male,2003-10-07 03:18:33,Libra,Pisces,Cancer,Air,3,8,3,4,8,2,,,,
2022,SE,FT,Data Engineer,231250,USD,231250,US,100,US,M,37.360832975163056,36,Male,1986-08-25 17:07:39,Virgo,Taurus,Scorpio,Earth,9,5,8,10,1,,,,,
2022,SE,FT,Data Engineer,138750,USD,138750,US,100,US,M,39.32225096153602,45,Male,1977-12-16 06:46:03,Sagittarius,Pisces,Libra,Fire,2,4,2,2,9,8,10,1,2,
2022,SE,FT,Analytics Engineer,193750,USD,193750,US,100,US,M,34.91548938595621,43,Male,1979-02-22 13:53:07,Pisces,Capricorn,Aries,Water,10,8,,,,,,,,
2022,SE,FT,Analytics Engineer,116250,USD,116250,US,100,US,M,31.39334705152019,44,Male,1978-11-14 18:35:14,Scorpio,Taurus,Pisces,Water,7,1,8,7,8,5,6,7,9,6
2022,SE,FT,Data Engineer,231250,USD,231250,US,100,US,M,34.07261039962886,43,Male,1979-05-16 00:02:48,Taurus,Capricorn,Scorpio,Earth,6,1,5,4,4,8,9,,,
2022,SE,FT,Data Engineer,138750,USD,138750,US,100,US,M,34.31117421500704,37,Male,1985-11-03 22:03:14,Scorpio,Cancer,Taurus,Water,5,2,6,5,5,9,6,7,7,5
2022,SE,FT,Analytics Engineer,231250,USD,231250,US,100,US,M,28.45397920863117,42,Male,1980-08-13 15:58:10,Leo,Virgo,Libra,Fire,9,10,9,8,,,,,,
2022,SE,FT,Analytics Engineer,138750,USD,138750,US,100,US,M,35.69787598393481,38,Male,1984-08-06 00:09:17,Leo,Sagittarius,Aquarius,Fire,6,9,6,6,8,10,8,9,10,7
2022,SE,FT,Analytics Engineer,231250,USD,231250,US,100,US,M,41.97554259917934,43,Male,1979-01-09 15:24:40,Capricorn,Gemini,Pisces,Earth,10,2,9,8,10,4,5,7,8,6
2022,SE,FT,Analytics Engineer,138750,USD,138750,US,100,US,M,35.223072476358254,36,Male,1986-02-13 18:53:24,Aquarius,Aries,Cancer,Air,8,,,,,,,,,
2022,SE,FT,Data Engineer,193750,USD,193750,US,100,US,M,33.74499392845421,41,Male,1981-12-28 22:38:52,Capricorn,Aquarius,Cancer,Earth,5,6,5,7,3,3,3,4,5,3
2022,SE,FT,Data Engineer,116250,USD,116250,US,100,US,M,37.60088974460649,41,Male,1981-03-18 20:50:43,Pisces,Virgo,Leo,Water,,,,,,,,,,
2022,SE,FT,Data Scientist,208000,USD,208000,US,100,US,M,36.63052505629884,35,Male,1987-12-20 17:03:58,Sagittarius,Sagittarius,Pisces,Fire,9,8,8,10,7,,,,,
2022,SE,FT,Data Scientist,127000,USD,127000,US,100,US,M,36.03650865610632,37,Male,1985-04-14 23:56:25,Aries,Aquarius,Libra,Fire,5,3,5,5,6,3,1,1,2,
2022,SE,FT,Research Scientist,300000,USD,300000,US,100,US,M,31.69956073649808,33,Male,1989-12-17 07:14:12,Sagittarius,Leo,Libra,Fire,2,9,2,3,1,8,2,2,2,
2022,SE,FT,Research Scientist,196000,USD,196000,US,100,US,M,40.889824064879456,39,Male,1983-02-05 09:16:17,Aquarius,Scorpio,Sagittarius,Air,1,10,,,,,,,,
2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,33.33671905181946,47,Male,1975-09-13 06:25:50,Virgo,Sagittarius,Cancer,Earth,2,5,3,1,10,9,,,,
2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,33.098763508882286,45,Male,1977-10-27 21:57:35,Scorpio,Taurus,Taurus,Water,6,,,,,,,,,
2021,MI,FL,Autonomous Vehicle Technician,45555,USD,45555,AS,50,BS,M,42.3350008607758,20,Female,2001-02-04 02:08:36,Aquarius,Gemini,Gemini,Air,7,,,,,,,,,
2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M,38.865921521043774,37,Male,1985-04-11 18:21:16,Aries,Capricorn,Leo,Fire,8,4,8,8,9,5,3,4,4,2
2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M,35.443951686227905,38,Male,1984-11-18 11:10:19,Scorpio,Virgo,Scorpio,Water,,,,,,,,,,
2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,46.94876563836942,30,Female,1992-03-06 01:36:29,Pisces,Aries,Sagittarius,Water,,,,,,,,,,
2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,41.295041828961715,32,Female,1990-10-27 09:20:48,Scorpio,Aquarius,Sagittarius,Water,10,1,10,10,6,7,1,,,
2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,35.21178504469802,32,Male,1990-03-01 22:04:30,Pisces,Taurus,Virgo,Water,6,8,5,4,4,10,4,4,4,2
2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,42.47651378403612,42,Male,1980-02-20 19:04:13,Pisces,Taurus,Cancer,Water,8,,,,,,,,,
2022,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M,36.891340776557946,28,Male,1994-04-24 16:38:42,Taurus,Libra,Leo,Earth,9,2,9,9,,,,,,
2022,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M,33.23065800078082,35,Male,1987-06-08 04:20:51,Gemini,Libra,Aquarius,Air,3,7,4,2,4,1,9,9,10,7
2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,32.39190424761381,42,Male,1980-02-07 01:54:00,Aquarius,Libra,Virgo,Air,4,,,,,,,,,
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,38.43371809511038,40,Male,1982-03-13 05:36:56,Pisces,Scorpio,Sagittarius,Water,2,10,2,1,9,10,9,,,
2022,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,35.13131041323604,37,Male,1985-10-15 01:42:24,Libra,Scorpio,Gemini,Air,4,4,4,3,3,8,5,5,6,4
2022,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,38.35905616899985,39,Male,1983-01-17 05:09:43,Capricorn,Aquarius,Libra,Earth,3,4,2,3,4,1,,,,
2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,31.83666392485874,22,Male,2000-05-16 01:49:13,Taurus,Libra,Sagittarius,Earth,4,9,5,4,5,4,4,1,1,
2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,46.8743006359723,21,Male,2001-02-01 18:42:07,Aquarius,Taurus,Gemini,Air,8,10,8,,,,,,,
2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,41.535485123397144,30,Male,1992-07-10 11:46:28,Cancer,Scorpio,Leo,Water,,,,,,,,,,
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,35.29624544124893,33,Male,1989-05-11 06:06:01,Taurus,Leo,Aquarius,Earth,2,5,3,2,4,3,10,10,10,8
2022,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,30.233294108046525,34,Male,1988-06-14 13:09:26,Gemini,Gemini,Leo,Air,10,10,10,10,7,9,4,4,5,3
2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,40.2224033023515,39,Male,1983-03-02 16:41:55,Pisces,Libra,Gemini,Water,,,,,,,,,,
2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,31.994102362824204,37,Male,1985-02-13 05:28:32,Aquarius,Sagittarius,Scorpio,Air,2,,,,,,,,,
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,37.60265916896663,36,Male,1986-04-09 21:18:48,Aries,Aries,Virgo,Fire,7,7,,,,,,,,
2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M,38.605425729443084,37,Male,1985-05-14 03:10:08,Taurus,Pisces,Capricorn,Earth,4,1,3,,,,,,,
2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M,34.33574181551783,41,Male,1981-06-23 10:16:36,Cancer,Pisces,Cancer,Water,,,,,,,,,,
2022,EN,FT,Data Scientist,6600000,HUF,17684,HU,100,HU,M,49.87313057870048,19,Female,2003-12-19 09:37:24,Sagittarius,Scorpio,Aquarius,Fire,9,7,10,,,,,,,
2022,SE,FT,Data Science Tech Lead,375000,USD,375000,US,50,US,L,37.20846659761978,37,Male,1985-11-13 21:54:45,Scorpio,Sagittarius,Taurus,Water,5,6,6,5,5,9,6,6,7,5
2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M,41.46894969002885,38,Male,1984-01-06 14:35:02,Capricorn,Aquarius,Aquarius,Earth,10,,,,,,,,,
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,33.165937269092154,46,Male,1976-03-24 05:46:27,Aries,Capricorn,Sagittarius,Fire,,,,,,,,,,
2022,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M,38.72496347681145,44,Male,1978-02-15 21:38:33,Aquarius,Gemini,Leo,Air,6,9,6,6,,,,,,
2022,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M,39.85627729697522,37,Male,1985-02-05 05:35:20,Aquarius,Leo,Scorpio,Air,2,8,2,,,,,,,
2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,34.50038702654648,35,Male,1987-04-27 13:03:47,Taurus,Taurus,Gemini,Earth,10,10,10,10,,,,,,
2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,34.32778109583531,38,Male,1984-06-04 09:04:56,Gemini,Leo,Gemini,Air,,,,,,,,,,
2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,33.250700772780505,45,Male,1977-07-17 18:06:34,Cancer,Leo,Scorpio,Water,8,9,9,7,6,7,9,,,
2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,31.945465313980122,45,Male,1977-10-24 11:12:36,Scorpio,Aries,Libra,Water,,,,,,,,,,
2022,MI,FT,Machine Learning Engineer,85000,GBP,104663,GB,0,GB,M,39.27605442034527,32,Female,1990-08-28 08:16:03,Virgo,Sagittarius,Libra,Earth,10,2,,,,,,,,
2022,MI,FT,Machine Learning Engineer,65000,GBP,80036,GB,0,GB,M,35.902422426667194,30,Male,1992-01-16 23:08:27,Capricorn,Gemini,Libra,Earth,3,8,2,2,2,10,3,3,3,1
2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,36.76771065913168,52,Male,1970-09-14 01:29:30,Virgo,Pisces,Taurus,Earth,4,10,4,5,4,5,,,,
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,43.0409649769071,45,Male,1977-04-23 17:12:07,Taurus,Cancer,Leo,Earth,8,10,9,8,,,,,,
2022,SE,FT,Data Scientist,140700,USD,140700,US,0,US,M,38.04136102028445,42,Male,1980-09-17 16:45:25,Virgo,Sagittarius,Sagittarius,Earth,9,,,,,,,,,
2022,SE,FT,Data Scientist,93800,USD,93800,US,0,US,M,37.3543446346239,40,Male,1982-06-19 03:55:14,Gemini,Taurus,Aquarius,Air,3,2,2,2,6,7,7,8,9,7
2022,SE,FT,Data Scientist,350000,USD,350000,US,100,US,M,35.86024618055827,36,Male,1986-12-07 23:04:49,Sagittarius,Pisces,Cancer,Fire,5,8,4,4,8,,,,,
2022,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M,34.352239059339894,45,Male,1977-04-26 17:46:31,Taurus,Leo,Leo,Earth,8,,,,,,,,,
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,34.977040256693684,32,Male,1990-08-05 07:27:32,Leo,Capricorn,Cancer,Fire,1,6,2,,,,,,,
2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,39.30832321339832,42,Male,1980-02-05 19:14:13,Aquarius,Libra,Cancer,Air,7,3,8,,,,,,,
2022,EN,PT,BI Analyst,12000,USD,12000,MX,100,US,L,40.464483636464614,22,Female,2000-03-06 10:24:38,Pisces,Pisces,Aquarius,Water,,,,,,,,,,
2022,MI,FT,Machine Learning Engineer,100000,CHF,104697,CH,100,CH,L,37.090873912273395,30,Male,1992-07-06 18:24:15,Cancer,Libra,Capricorn,Water,6,8,6,6,3,7,1,,,
2022,EN,FT,Machine Learning Developer,33000,USD,33000,IT,100,DE,S,41.4198236462246,22,Female,2000-08-07 08:05:58,Leo,Scorpio,Libra,Fire,10,1,9,10,10,8,8,4,4,2
2022,EN,FT,Machine Learning Scientist,33000,EUR,34672,IT,100,DE,S,41.53227634072218,22,Female,2000-08-28 02:15:27,Virgo,Leo,Leo,Earth,1,,,,,,,,,
2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,0,US,M,35.236814933527405,48,Male,1974-06-22 22:51:50,Cancer,Leo,Sagittarius,Water,6,7,7,5,7,2,6,9,,
2022,SE,FT,Machine Learning Engineer,119000,USD,119000,US,0,US,M,34.156556158598356,34,Male,1988-09-01 13:41:35,Virgo,Taurus,Libra,Earth,10,7,,,,,,,,
2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,30.521171100006903,33,Male,1989-07-07 05:24:35,Cancer,Virgo,Taurus,Water,2,4,2,3,4,1,8,8,8,6
2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,37.16697902599316,36,Male,1986-06-20 03:48:45,Gemini,Sagittarius,Aquarius,Air,3,8,4,5,10,,,,,
2022,SE,FT,Data Analyst,154560,USD,154560,US,0,US,M,37.176308502092276,44,Male,1978-12-14 04:49:06,Sagittarius,Gemini,Virgo,Fire,3,8,2,1,3,10,,,,
2022,SE,FT,Data Analyst,123648,USD,123648,US,0,US,M,41.13765598407147,35,Male,1987-01-01 21:52:08,Capricorn,Aquarius,Cancer,Earth,5,7,5,4,,,,,,
2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M,31.977712010809377,38,Male,1984-07-28 22:54:40,Leo,Leo,Capricorn,Fire,6,6,7,6,9,,,,,
2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,42.000629199929165,32,Male,1990-04-22 12:33:40,Taurus,Pisces,Gemini,Earth,,,,,,,,,,
2022,MI,FT,Data Engineer,170000,USD,170000,US,0,US,M,39.42866234101569,36,Male,1986-12-21 20:45:41,Sagittarius,Virgo,Gemini,Fire,6,3,6,5,9,9,5,6,6,5
2022,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M,39.94432159259013,34,Male,1988-07-26 09:37:27,Leo,Sagittarius,Cancer,Fire,,,,,,,,,,
2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,32.22203995387942,40,Male,1982-05-12 18:51:54,Taurus,Capricorn,Virgo,Earth,8,3,8,,,,,,,
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,35.566753195364186,43,Male,1979-12-10 12:13:18,Sagittarius,Virgo,Sagittarius,Fire,,,,,,,,,,
2022,SE,FT,Data Scientist,247500,USD,247500,US,0,US,M,33.779986346209576,45,Male,1977-06-02 19:00:31,Gemini,Sagittarius,Libra,Air,8,2,7,6,6,8,10,1,2,
2022,SE,FT,Data Scientist,172200,USD,172200,US,0,US,M,39.36068308796565,36,Male,1986-07-28 22:55:09,Leo,Taurus,Capricorn,Fire,6,3,6,7,,,,,,
2022,SE,FT,Data Scientist,177500,USD,177500,US,100,US,M,38.174510466595386,41,Male,1981-08-12 14:11:02,Leo,Capricorn,Libra,Fire,10,3,10,,,,,,,
2022,SE,FT,Data Scientist,134000,USD,134000,US,100,US,M,31.277505709491837,39,Male,1983-01-26 01:51:04,Aquarius,Gemini,Virgo,Air,4,9,3,5,5,2,1,2,3,1
2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,37.753651234687744,43,Male,1979-07-16 11:44:24,Cancer,Aries,Leo,Water,,,,,,,,,,
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,37.198754802628635,38,Male,1984-02-24 19:24:57,Pisces,Sagittarius,Cancer,Water,7,4,7,6,4,5,4,4,5,3
2022,SE,FT,Data Architect,192564,USD,192564,US,100,US,M,35.3071171989403,31,Male,1991-02-01 20:01:32,Aquarius,Virgo,Cancer,Air,7,2,6,8,10,1,6,5,6,4
2022,SE,FT,Data Architect,144854,USD,144854,US,100,US,M,35.32916949626455,35,Male,1987-11-09 06:30:19,Scorpio,Gemini,Virgo,Water,2,9,1,2,1,7,3,3,3,2
2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M,33.187114770957145,33,Male,1989-08-26 13:56:18,Virgo,Cancer,Libra,Earth,10,8,,,,,,,,
2022,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M,31.734495846755976,40,Male,1982-10-14 06:31:21,Libra,Virgo,Leo,Air,2,1,1,2,3,2,2,3,4,2
2022,SE,FT,Data Engineer,179305,USD,179305,US,100,US,M,39.5220975823904,41,Male,1981-08-19 08:02:58,Leo,Aries,Cancer,Fire,1,9,1,2,,,,,,
2022,SE,FT,Data Engineer,142127,USD,142127,US,100,US,M,35.27694708618686,34,Male,1988-03-15 21:58:35,Pisces,Aquarius,Virgo,Water,,,,,,,,,,
2022,SE,FT,Data Engineer,315000,USD,315000,US,100,US,M,36.168826265987946,43,Male,1979-05-08 23:43:46,Taurus,Libra,Scorpio,Earth,6,10,5,,,,,,,
2022,SE,FT,Data Engineer,225000,USD,225000,US,100,US,M,29.520845342527586,38,Male,1984-11-06 10:54:28,Scorpio,Aries,Scorpio,Water,,,,,,,,,,
2022,SE,FT,Data Scientist,243900,USD,243900,US,100,US,M,38.048698507936116,38,Male,1984-10-25 12:53:55,Scorpio,Scorpio,Scorpio,Water,,,,,,,,,,
2022,SE,FT,Data Scientist,156600,USD,156600,US,100,US,M,39.46329404046297,41,Male,1981-08-08 23:20:15,Leo,Scorpio,Aquarius,Fire,6,9,6,7,5,7,7,9,10,7
